"","LN","Sharpness","score1","score2","score3"
"77.5",69.9963928114804,1.41019412144423,0.334325224974905,5.63120943431277,9.18160138276113e-05
"78",74.370945445223,1.3357319618178,74.8328239911457,6.04180201310842,0.0414712905865081
"78.5",74.7897180503294,1.32742308229074,80.8705744805963,2.46099264614595,0.0740991147688228
"79",70.1596136097249,1.24711356307453,5.64495317851333,97.5974111995735,0.000124525795591907
"79.5",70.0701605056239,1.25204919911817,4.53819950970102,96.6056068314188,0.000110051995636447
"80",70.4579241851409,1.32680399008995,9.3605381606619,93.0132437848189,0.0001866834234552
"80.5",70.9136133224861,1.27343845635126,28.6885125304745,99.4672689662968,0.000352616029690728
"81",70.6056624540576,1.15908897377325,15.6609002163537,49.0878078840455,0.000228054368743693
"81.5",70.9186905530185,1.18716663663062,29.4072413377281,90.6651661655046,0.000353768975843776
"82",72.5171909260596,1.28756794935486,92.7995848946327,97.1596331684341,0.00322884273709065
"82.5",72.2928027905873,1.27112058281586,91.7906185825659,98.7854609610154,0.00237062958434903
"83",70.2927618237063,1.21607309950491,7.78591893873249,95.0252648704639,0.000149455277421541
"83.5",69.4485844580754,1.26661530237728,0.956278991963748,70.4892001776565,4.66039495892088e-05
"84",70.4718936371245,1.25926311895771,11.6733109389487,97.8791607893162,0.000191662765843832
"84.5",71.0852445677817,1.22549354911919,38.9482905381186,98.6331619460329,0.000446947227039045
"85",71.3619138628714,1.17861194993501,56.2344602323646,84.5128960614415,0.000651630079504289
"85.5",75.2644446459013,1.44512386850063,1.82333327335495,0.0138293417392742,0.1179865951359
"86",75.1588903178518,1.53133539430862,0.0346806252739317,8.46928791226376e-05,0.0368336877380493
"86.5",71.5882172229711,1.4620360772583,0.604542682478506,0.407805542231039,0.000664455851403027
"87",70.4439411935845,1.26456587371681,10.9287914634703,96.9835541495781,0.000184364718045379
"87.5",70.1631802229467,1.26689549480905,5.6472666354819,93.3445482951631,0.000125076950406175
"88",70.1221108395087,1.3058897661428,4.78430022642104,90.4997348523861,0.000117814277136181
"88.5",71.0869171607241,1.21161317834535,39.0873206451158,98.1406243079802,0.000447570247453525
"89",69.8513606736801,1.14377290423007,2.60906640111278,43.3482289357625,7.9924039163561e-05
"89.5",67.2552304552903,1.27040076577239,0.00355296192655065,0.330415948705816,2.25074522348463e-06
"90",68.8107724262462,1.32036168876172,0.164668384015976,19.6054587568984,1.92041813027151e-05
"90.5",69.174317553901,1.32186329226226,0.411392722149343,43.6042901625891,3.1724631194459e-05
"91",67.8156954481597,1.27404182110911,0.0148251126020508,2.0068065658212,4.88120312869691e-06
"91.5",68.6036693013812,1.16999877151774,0.112240217294923,13.0742286061209,1.43950897006056e-05
"92",69.0842865016879,1.18137088419223,0.383044854393836,27.6443774412252,2.80314885808848e-05
"92.5",69.7379492965261,1.15282505287179,1.98036736461541,37.8889335292799,6.86134955145602e-05
"93",70.2236781302845,1.112823974022,6.07069552594408,8.16730082891539,0.000130423473685267
"93.5",70.1952401259376,1.16392315366825,6.13136172367594,60.4204121572741,0.00012955246479748
"94",69.8895729629791,1.16599904787748,2.90815187729445,54.5142480897312,8.49772824386131e-05
"94.5",69.6199367742026,1.15494785619798,1.4746146695527,33.6189194283979,5.83390284622333e-05
"95",69.9873708923515,1.19531206844068,3.72376819747688,74.3117525164657,9.78181994588954e-05
"95.5",70.8576455377831,1.19106669261868,26.2930923818602,88.5651509387695,0.000325344201724216
"96",71.4094221737709,1.15861647748426,58.7943585914064,66.5794877752326,0.000692190778530269
"96.5",71.0718568387997,1.29606724121187,36.289505901779,95.3402034189381,0.00043805577085713
"97",70.0450139223494,1.41188650589888,0.350591797614511,4.56451248929017,9.7833993842281e-05
"97.5",70.6970216663007,1.25598569831826,19.0305244462139,90.3496941489211,0.000261615605176843
"98",71.2944788695725,1.24437596780322,51.9528814617175,97.6876464059538,0.000597233167165908
"98.5",73.3942247434663,1.25734530764509,98.6984673898766,98.5915092759133,0.01086251225564
"99",74.9901669699333,1.20627530496855,98.5267698377164,50.5348228727629,0.098220305121965
"99.5",74.4135067753525,1.26554588326121,98.4120344370159,83.1722230723863,0.0443835963068649
"100",73.0903062978875,1.32932205234318,79.4369114475912,94.2285231003981,0.00708363218131537
"100.5",73.3556900555675,1.32158835001677,84.8578350697363,95.463384872089,0.0102380075305177
"101",73.1817220300303,1.29148763692111,95.1773826255044,98.6338372484708,0.00808364304563549
"101.5",72.2002033044637,1.16412578945854,90.9310195344974,79.9514515891339,0.00206751537326539
"102",72.0914139783859,1.21631550026784,89.2016046242746,98.5262181973675,0.00179353460219304
"102.5",73.3813912804328,1.17176210006242,98.9738311195066,85.2047728814864,0.0105926951519824
"103",73.0129498100914,1.08956499235954,78.1905046938801,5.4340584372447,0.00592397384914104
"103.5",73.0873947034459,1.16373636163839,98.2281387996251,80.7301705575289,0.00704198881693112
"104",72.4321207392829,1.18720396178166,94.9560344606361,94.0518429987027,0.002862696474291
"104.5",72.0648694439261,1.22574582281608,88.4740835189183,98.4771412442578,0.00172995705032729
"105",72.8880149164734,1.27370751215906,96.6363897360365,99.7364329163168,0.00539414427455872
"105.5",73.007094716501,1.25142162918622,98.1985842104828,99.6452726605526,0.006364298756959
"106",74.4903306002676,1.55992591009129,0.00940513355555078,0.0225176920739127,0.00792426137571933
"106.5",76.3145356091519,1.57874357119618,0.00281527696754236,0.0057214206418432,0.0622900227637657
"107",77.0055069041459,1.36617242329357,12.6022181725895,4.91306181491619,1.53384759980961
"107.5",75.935928058646,1.21993780988834,86.5310771867363,48.0436037748551,0.362214682077642
"108",76.1588707391606,1.19233105368187,78.4443857440878,34.1648026753962,0.490939397096142
"108.5",77.1281585443737,1.15956155511001,23.3803940240932,4.23960897303921,1.83438974510757
"109",77.1215553172805,1.26596543425925,23.6172481997186,4.78793280566935,1.83730516713866
"109.5",76.0880924267552,1.31839646565659,70.9255414654211,39.1451374560449,0.444659099832496
"110",75.4794331129035,1.37215326313905,34.1751030800397,67.0599729091876,0.188056545165098
"110.5",75.401512920421,1.28177933535626,93.6512472280498,76.9607265404267,0.173416545198829
"111",75.5040819321728,0.987606153758223,3.11515541809954,0.409454745071312,0.083144190404331
"111.5",75.2707033551266,0.974573808057686,1.76921083236727,0.271483102883546,0.0480754280162507
"112",74.9223776372054,1.49497829643387,0.187830686888254,6.77836188095948,0.0479814078407297
"112.5",74.9236596339547,1.58978498727649,0.00234591740661146,0.136653312914441,0.00694162735454156
"113",71.7504548611091,1.49460107982627,0.150380864035496,7.79792316491601,0.000603104733285922
"113.5",69.994588878948,1.35286887764609,2.18951500465925,26.1644948086175,9.75722863547733e-05
"114",70.1613970265525,1.28653305749466,5.5121894941518,41.0611003795201,0.000124626211996099
"114.5",71.554254317472,1.23071523481068,67.7821389610261,94.5203927319473,0.000854627330838105
"115",71.9975085671584,1.31038700910182,78.7017382806575,97.9006239958424,0.00157097635817157
"115.5",73.3285112207215,1.23314800161875,99.2081811862638,99.0420567832015,0.00991622600315218
"116",73.2250505751888,1.19637134827508,99.1557886063148,96.6176460434664,0.00857155469355523
"116.5",72.0335779222588,1.20829343489865,87.7311317821412,96.4429455795841,0.00165476355469904
"117",72.4382138448148,1.10408806251887,83.9543249876603,50.0254815256475,0.00274837688978169
"117.5",73.2409051603798,1.1705931545892,98.7534278523226,91.0812612624478,0.0087216707704685
"118",74.4121786326211,1.15819279877824,98.5957698597659,84.3108212199607,0.0438165889684774
"118.5",74.4890095114513,1.22622883365331,99.4106505359254,97.3592455087775,0.0492417204013548
"119",78.3774145224934,1.39960156836108,0.170262938413836,0.65270764203461,9.04250198523708
"119.5",79.8668397472059,1.38227520554654,0.00733484088691778,0.0175776676718158,43.7232427663651
"120",77.7167433390837,1.29424536964259,6.1358256453208,3.47065373823257,4.07775869675264
"120.5",78.6522599628443,1.18515663092781,0.624568966282912,0.471902632211446,13.3670063177593
"121",78.444860877578,1.20053475063747,1.05792209270063,1.63600154566754,10.4061605246072
"121.5",77.0918033372087,1.16492234475877,25.1357666764674,29.7243323319384,1.74901278628389
"122",76.8279799870165,1.19042055583543,39.8707633838804,62.0043997371988,1.22782174024703
"122.5",75.4473265593262,1.27851526517792,93.563784583392,98.2573696796418,0.184764904761141
"123",74.5549162062847,1.22062340104225,99.3889343734876,96.8869364795662,0.0539159231647727
"123.5",74.4850455190074,1.24211620647183,99.1888306377235,98.0429351727813,0.0490064341940707
"124",76.0442720782333,1.24303051820767,82.754937212227,93.3873095937055,0.420908439396122
"124.5",75.6498780095989,1.25150433333122,92.4767363407015,96.7422877062046,0.244564207500932
"125",74.370945445223,1.272678390863,97.9546564193793,99.1299536404658,0.0418361232415341
"125.5",72.862897581341,1.24361988895213,97.9010644962206,90.7980487292872,0.00521399326595431
"126",73.1164842392797,1.20690629472818,99.0203812953248,84.8412008039314,0.00738593404344285
"126.5",73.2077347694587,1.19810369679336,99.1407872564801,79.4735786835331,0.00837066344961674
"127",72.0820508950445,1.33783787576294,65.1924575056061,45.7380265396575,0.00175509765972568
"127.5",73.2553033156756,1.38210511196647,25.8846838487454,92.6040346311161,0.00864406515584385
"128",74.5364926604329,1.40057270902394,12.9793440107116,98.2923795171176,0.049506551683425
"128.5",74.3642838805255,1.4613325336604,0.89181036709575,88.5125137224467,0.0309111280261652
"129",72.9278174922785,1.45415721259806,1.22456952236808,78.9952248389713,0.00445482561349131
"129.5",72.2573765346606,1.53590192045913,0.0265924369227122,22.513410035505,0.000611753942840797
"130",71.6317666619361,1.60151952248654,0.000994505828618475,0.798221385834419,5.43588653329813e-05
"130.5",70.830431287018,1.47878551271803,0.100354585559921,1.12140783332551,0.00020234254091662
"131",71.5477761178082,1.38428577988651,16.3230170051644,5.30683820227161,0.00081513969906989
"131.5",72.49597036059,1.30327249314911,89.3009651576854,35.0505333538205,0.00313076888934236
"132",75.293212253457,1.33173082813829,76.0806530222156,99.4668633342681,0.148293945820962
"132.5",76.6231945210744,1.46345874587558,0.429179523869821,93.6409483614304,0.683772639931907
"133",76.6414146834568,1.42759971105701,2.13074010611508,96.7891653137946,0.842488661006571
"133.5",78.8205607096863,1.11023921926716,0.37081370729683,0.457653873089958,15.6464145924632
"134",79.4110631094643,1.20114282613125,0.0905510195415922,1.71195547982585,30.5932857871044
"134.5",76.0193417318867,1.50891752709342,0.0838467859661013,79.4148134763015,0.178646418286308
"135",76.5477921695952,1.56867900594418,0.00363184794087477,26.2284070860869,0.109691511856857
"135.5",77.3876783680019,1.64320515094023,2.75809359210031e-05,2.05888237018347,0.0494646533732942
"136",76.8414547237453,1.72986754424443,1.42686173632726e-06,0.0659429400229168,0.00218867512989445
"136.5",78.7489530576721,1.86956529826285,2.79289688215417e-11,2.57605905412064e-05,0.000554054376235931
"137",78.2751419768921,1.83246489547894,5.15060237479321e-10,0.000253833886661055,0.000865162942697779
"137.5",74.8864353985378,1.42884083514173,3.85636442733382,98.5638649694353,0.0749153503748881
"138",76.0963678113278,1.44547012978125,1.49751332695749,97.5944754854241,0.370589932051975
"138.5",73.2062908470826,1.49013760606511,0.235926528305923,62.8868637897659,0.00476252670073261
"139",73.1875066934634,1.58731994456081,0.00264047241397383,8.309505204571,0.000671957044698059
"139.5",73.7058279672771,1.59057193783386,0.00228387557806694,9.85629739626921,0.0012657675073292
"140",72.7575204882853,1.43831680100296,2.49503818818709,43.4302380637492,0.00381846970333629
"140.5",72.5474519762921,1.47440470905536,0.472905557811239,30.3701826294554,0.00226133683201508
"141",74.1115503695776,1.56461572130956,0.00758934406009447,26.813998498623,0.00420769865490915
"141.5",74.8761497191724,1.65021110797567,0.000143613114732603,0.864457460130501,0.0013060794695584
"142",73.3856703700115,1.6225960414517,0.000518078094086032,1.74792870590769,0.000351345076897843
"142.5",71.644644993886,1.43035982748961,2.65026837861491,4.78172566426632,0.000846390634473522
"143",73.0640807698255,1.43548097267279,2.86781412941116,67.4606472235309,0.00590041997254162
"143.5",80.496307677246,1.51561918167464,4.15656358072132e-06,0.0844378404986531,26.184563206622
"144",83.0451104180995,1.62863395835703,3.32434375473798e-11,1.95736277102041e-06,2.73978293064646
"144.5",80.703893278914,1.70222150081851,4.37280376697398e-10,4.34197379996114e-05,0.270649752272359
"145",73.2034025687128,1.60229296106664,0.00132150726717108,3.75531801330358,0.000467163329297811
"145.5",72.7247116144189,1.58572805887151,0.00279654106065827,3.33355573465577,0.000369130349025717
"146",75.8952381673924,1.74908795984494,1.31593265267455e-06,0.0155409396305743,0.000351652409032343
"146.5",76.6789212523023,1.79764181083014,7.82860459893677e-08,0.00185498424702312,0.000269838508546878
"147",74.8039439001216,1.66569352091516,7.03014441899365e-05,0.473855149690574,0.00077489259683054
"147.5",73.526172989585,1.38136280379514,26.6281226904867,64.7028346849859,0.0125762174365102
"148",74.0081114140935,1.36693698423547,41.4805225974477,85.9441080511925,0.0247673493059077
"148.5",75.7009856808916,1.44674746220411,1.60511021182606,97.7244831590688,0.213633690983046
"149",75.5826763405574,1.46978872332033,0.570950391701444,94.3897165199712,0.155624341422848
"149.5",74.756037446846,1.48788905627647,0.261552544212028,85.7330995536072,0.0415793060897107
"150",77.497487788645,1.38698581609844,2.35743256809087,85.2371341832462,2.9261219744805
"150.5",78.1198471935167,1.30990551567645,2.17811496966936,43.1445330833693,6.89358325510622
"151",78.3582304165229,1.46237798654365,0.0112396953732938,22.8118192501514,6.92890469139737
"151.5",78.6740230572754,1.42810217480376,0.0238751103355771,9.60198207224573,12.1364068642646
