"","LN","Sharpness","score1","score2","score3"
"0",79.3111569975779,1.35989374279858,NA,94.5776695521939,27.2863430932296
"0.5",79.5828590092326,1.47692926204507,26.7291012775331,80.3744841932037,23.5363618235605
"1",78.0219321694183,1.45310604942953,44.6161128503352,58.4165235120498,4.79425988550355
"1.5",74.6074256378964,1.35363433623365,78.9251713834359,0.373155567216709,0.0571002399649754
"2",75.7022003262646,1.39846882382903,79.7360665348656,2.00421113277025,0.248116946913201
"2.5",77.90042166471,1.2506136120901,99.664446927887,54.1375021418079,5.20663399914864
"3",77.8743246451687,1.17195099195294,99.2321543102406,57.1921254442981,4.993508662979
"3.5",77.2027846523333,1.16543732637937,98.992387578703,37.1837256091675,2.03318031201664
"4",77.967015711995,1.28427912852617,99.2777310363097,74.0117118276306,5.67101836734159
"4.5",78.9481776330794,1.30103704568317,98.1873257604451,94.0041277703659,18.8743159274957
"5",77.771566660045,1.22999484301161,99.7856662082338,71.7783325720152,4.39175277955439
"5.5",76.0062657655569,1.21105241615848,98.0203273742082,13.2466968679929,0.398778252092273
"6",77.2399534471519,1.25383196223154,99.5686769369172,56.3153874445348,2.15771837794032
"6.5",77.5392538472808,1.22704905555595,99.7604203747857,77.0957336042138,3.22450344974953
"7",78.5189892402394,1.12087377456027,96.4548078961765,61.9967564029447,11.0529257043925
"7.5",78.1403764753997,1.18452618663501,99.3609459921923,88.7452847037452,7.07166671745765
"8",75.3131907235479,1.26849993172169,93.9653848744875,20.3789497977846,0.153639862522946
"8.5",78.0982599609745,1.16400111220353,98.9876415129422,79.8970797543856,6.66799559295477
"9",81.4404636961671,1.14371409516019,59.9991768445056,73.0149459716815,86.3471838978154
"9.5",80.8915913191124,1.14190852811639,78.7736875982691,75.7768597572947,75.908666270556
"10",78.6512699508069,1.18035949829681,98.9989945471916,87.0743694042804,13.3399141863977
"10.5",78.1023743059073,1.19462175932553,99.490759849847,84.9695791721802,6.74443537008763
"11",80.7895134139482,1.36835470234003,76.4137429717064,99.4646172518645,72.933060854819
"11.5",82.7798474729977,1.34555554243165,12.8940992104926,97.9450047772227,96.5436974125649
"12",80.8151006812092,1.26984315149949,81.8096596544278,99.5069925095906,75.3816127481892
"12.5",85.3977919169849,1.37896644526211,0.151586579562288,53.0285247892934,96.4247265976044
"13",85.668151540109,1.38172010524722,0.094255060579889,46.3669359686641,96.0903626671707
"13.5",79.2969632958372,1.38651337789099,85.7592161573556,98.1586288435772,26.3184347987338
"14",79.547546649217,1.40147472118844,78.8287091981332,97.5684241176712,32.7126066197085
"14.5",81.6591193893569,1.30928967845689,51.0485563570154,99.0052415315648,90.3577014242905
